Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"def register_mcp_tools(self):
        
        [IF_MASK]
            for server_name in self.mcp_client.server_name_to_tools:
                for tool in self.mcp_client.server_name_to_tools[server_name]:
                    tool_name = f""mcp.{server_name}.{tool.name}""
                    self.registry.registry.actions[tool_name] = RegisteredAction(
                        name=tool_name,
                        description=tool.description,
                        function=tool,
                        param_model=create_tool_param_model(tool),
                    )
                    logger.info(f""Add mcp tool: {tool_name}"")
                logger.debug(
                    f""Registered {len(self.mcp_client.server_name_to_tools[server_name])} mcp tools for {server_name}"")
        else:
            logger.warning(f""MCP client not started."")",false,        if self.mcp_client:,"ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . name , Ġ' name '): ': ': ':",100.0
"def get_model_config(version: str):
    
    [IF_MASK]
        raise ValueError(f""Unsupported model version '{version}'. Supported versions are: {list(MODEL_CONFIGS.keys())}"")
    return MODEL_CONFIGS[version]",false,    if version not in MODEL_CONFIGS:,"ĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ( x , Ġ"" s ): ( self . has _ path ): ( x '): ( x '): ( x '): ( x '): ( x '): ( x ): ( x ): ( x ): ( x ): ( x ): (",100.0
"def get_cortex_search_service(cfg: RetrievalProviderConfig) -> Tuple[str,str,str]:
    
    [IF_MASK]
        raise snowflake.ConfigurationError(""Unable to determine Snowflake configuration"")
    index_name = cfg.index_name
    if not index_name:
        raise snowflake.ConfigurationError(""Unable to determine Snowflake Cortex Search Service, is SNOWFLAKE_CORTEX_SEARCH_SERVICE set?"")
    parts = index_name.split(""."")
    if len(parts) != 3:
        raise snowflake.ConfigurationError(f""Invalid SNOWFLAKE_CORTEX_SEARCH_SERVICE, expected format:<database>.<schema>.<service>, got {index_name}"")
    return (parts[0], parts[1], parts[2])",false,    if not cfg:,"ĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ( x , Ġ"" name ): 0 ] Ġ== Ġ0 : 0 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1",100.0
"def _jsonl_to_csv(self, jsonl_file, csv_file):
        
        with open(jsonl_file, 'r', encoding='utf-8') as infile:
            data = [json.loads(line) for line in infile]
        
        [IF_MASK]
            print(""Empty JSONL file."")
            return
        
        with open(csv_file, 'w', newline='', encoding='utf-8') as outfile:
            writer = csv.DictWriter(outfile, fieldnames=data[0].keys())
            writer.writeheader()
            writer.writerows(data)
        
        print(f""Converted {jsonl_file} to {csv_file}"")",false,        if not data:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . path ): : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 :,100.0
"def recursive_mask_values(obj, parent_key=None):
            
            [IF_MASK]
                return {k: recursive_mask_values(v, k) for k, v in obj.items()}
            elif isinstance(obj, list):
                return [recursive_mask_values(item, parent_key) for item in obj]
            elif isinstance(obj, str):
                # List of keys that should NOT be masked
                excluded_keys = {
                    'start_time', 'end_time', 'name', 'id', 
                    'hash_id', 'parent_id', 'source_hash_id',
                    'cost', 'type', 'feedback', 'error', 'ctx','telemetry.sdk.version',
                    'telemetry.sdk.language','service.name'
                }
                # Apply masking only if the key is NOT in the excluded list
                if parent_key and parent_key.lower() not in excluded_keys:
                    return masking_func(obj)
                return obj
            else:
                return obj",false,"            if isinstance(obj, dict):","ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ' id '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def deprecated(replacement: str = """"):
    
    import functools
    import warnings

    def decorator(func):
        qualified_name = _get_qualified_name(func)
        @functools.wraps(func)
        def wrapped(*args, **kwargs):
            msg = f""Warning: API '{qualified_name}' is deprecated.""
            [IF_MASK]
                msg += f"" Please use '{replacement}' instead.""
            warnings.warn(msg, category=DeprecationWarning, stacklevel=2)
            return func(*args, **kwargs)
        return wrapped
    return decorator",false,            if replacement:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name",100.0
"    def decorator(func):
        qualified_name = _get_qualified_name(func)
        @functools.wraps(func)
        def wrapped(*args, **kwargs):
            msg = f""Warning: API '{qualified_name}' is deprecated.""
            [IF_MASK]
                msg += f"" Please use '{replacement}' instead.""
            warnings.warn(msg, category=DeprecationWarning, stacklevel=2)
            return func(*args, **kwargs)
        return wrapped
",false,            if replacement:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name",100.0
"        def wrapped(*args, **kwargs):
            msg = f""Warning: API '{qualified_name}' is deprecated.""
            [IF_MASK]
                msg += f"" Please use '{replacement}' instead.""
            warnings.warn(msg, category=DeprecationWarning, stacklevel=2)
            return func(*args, **kwargs)
",false,            if replacement:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name '): name",100.0
"def _format_timestamp(self, timestamp: str) -> str:
        
        [IF_MASK]
            return timestamp

        try:
            year = timestamp[0:4]
            month = timestamp[4:6]
            day = timestamp[6:8]
            hour = timestamp[8:10]
            minute = timestamp[10:12]
            second = timestamp[12:14]
            return f""{year}-{month}-{day} {hour}:{minute}:{second}""
        except Exception:
            return timestamp",false,        if len(timestamp) < 14:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ key ): ( self . get ( self . get ( self . get ( self . get ( self . is _ key ): ): ): ): ): ): ): ): ): ):,100.0
"def get_skill_states(skill_category: str) -> Set[str]:
    
    [IF_MASK]
        return _skill_states_cache[skill_category]

    try:
        # Import the skill category module
        skill_module = importlib.import_module(f""skills.{skill_category}"")

        # Look for the SkillStates TypedDict class
        if hasattr(skill_module, ""SkillStates""):
            skill_states_class = getattr(skill_module, ""SkillStates"")
            # Get the annotations which contain the state names
            if hasattr(skill_states_class, ""__annotations__""):
                states = set(skill_states_class.__annotations__.keys())
                _skill_states_cache[skill_category] = states
                return states

        logger.warning(f""Could not find SkillStates for {skill_category}"")
        return set()

    except ImportError as e:
        logger.warning(f""Could not import skill category {skill_category}: {e}"")
        return set()",false,    if skill_category in _skill_states_cache:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ key , Ġ"" s '):",100.0
"def _progress_callback(self, message: str, progress: int, metadata: dict) -> None:
        
        logger.info(f""Progress: {progress}% - {message}"")
        [IF_MASK]
            self.progress_callback(message, progress, metadata)",false,"        if hasattr(self, ""progress_callback""):",ĠĠĠĠĠĠĠ Ġif Ġself . is _ id : ( self . is _ id ): ): ): ): ): ( self . is _ id ): ):,100.0
"def custom_get_evaluation_llm(custom_config=None):
            
            [IF_MASK]
                custom_config = evaluation_config

            print(f""Getting evaluation LLM with config: {custom_config}"")
            return get_llm(**custom_config)",false,            if custom_config is None:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ' get '): is _ type '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): ):",100.0
"def to_dict(self):
        
        result = {
            ""id"": self.id,
            ""name"": self.name,
            ""type"": self.type,
            ""path"": self.path,
            ""created_at"": self.created_at.isoformat() if self.created_at else None,
            ""meta_data"": self.meta_data,
        }
        [IF_MASK]
            result[""document_id""] = self.document_id
        return result",false,        if self.document_id:,"ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ name , Ġ"" id "": "": "": "": "": "": "": "": "": "": "": "": "": "": "":",100.0
"def trace_id_to_uuid(trace_id: str) -> str:
    
    trace_id = str(trace.format_trace_id(trace_id))
    [IF_MASK]
        raise ValueError(""Trace ID must be a 32-character hexadecimal string"")
    return f""{trace_id[:8]}-{trace_id[8:12]}-{trace_id[12:16]}-{trace_id[16:20]}-{trace_id[20:]}""",false,    if len(trace_id) != 32:,ĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id ): : ( self . is _ id ): ): ): ): ): ): ): ): ): ):,100.0
"def _get_endpoint_config(self):
        
        endpoint_config = CONFIG.retrieval_endpoints.get(self.endpoint_name)
        
        [IF_MASK]
            error_msg = f""No configuration found for endpoint {self.endpoint_name}""
            logger.error(error_msg)
            raise ValueError(error_msg)
        
        # Verify this is an Azure AI Search endpoint
        if endpoint_config.db_type != ""azure_ai_search"":
            error_msg = f""Endpoint {self.endpoint_name} is not an Azure AI Search endpoint (type: {endpoint_config.db_type})""
            logger.error(error_msg)
            raise ValueError(error_msg)
            
        return endpoint_config",false,        if not endpoint_config:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def save_results(results, output_dir):
    
    output_path = Path(output_dir) / ""rich_autoscan_results.json""

    # Convert results to serializable format
    serializable_results = []
    for result in results:
        [IF_MASK]
            continue
        serializable_results.append(result)

    with open(output_path, ""w"") as f:
        json.dump(serializable_results, f, indent=2, default=lambda o: o.value if isinstance(o, Enum) else o)

    print(f""Results saved to {output_path}"")",false,        if result is None:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def __exit__(self, exc_type, exc_value, exc_tb):
        
        [IF_MASK]
            self.end.record()
            torch.cuda.synchronize()
            self.time = self.start.elapsed_time(self.end)
            if self.name is not None:
                logger.info(f'{self.name} takes {self.time} ms')",false,"        if os.environ.get('HY3DGEN_DEBUG', '0') == '1':","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( value ): ): ( value ): ( value ): ( value ): , Ġ' name '): 1 ): 1 ): 1 ): 1 '): 1 ): ): 1 '): 1 ): 1 ): 1 ): 1 ):",100.0
