Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"    def restartWatcher(self):
        self.current = self.watching.copy()
        cmd = '%s -w -c %s' % (self.coffee_cmd, ' '.join(""'%s'"" % f for f in self.current ))
        
        [IF_MASK]
            log.info('Restarting Watcher: watched set changed! %s', cmd)
            self.process.send_signal(signal.SIGINT)
        else:
            log.info('Starting Watcher:  %s', cmd)
        
        self.process = subprocess.Popen(shlex.split(cmd))
",false,        if self.process:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ path ): ): ): ):,100.0
"    def incr(self, key, value=1):
                                          
        [IF_MASK]
            self._buckets[key] = [0]
        self._buckets[key][0] += value
",false,        if not self._buckets[key]:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ name : ( self ._ name ): 1 ): 1 ): ):,100.0
"def makedelta(fp, sequence):
                                                              
    previous = None
    for im in sequence:
        if not previous:
                           
            for s in getheader(im) + getdata(im):
                fp.write(s)
        else:
                         
            delta = ImageChops.subtract_modulo(im, previous)
            bbox = delta.getbbox()
            [IF_MASK]
                bbox = (0,0, 1,1)
                                 
            for s in getdata(im.crop(bbox), offset = bbox[:2]):
                fp.write(s)
        previous = im.copy()
    fp.write("";"")
",false,            if not bbox:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ( x , Ġ0 ): 1 : 1 : 1 : 1",100.0
"    def delete_key(self, key_name, headers=NOT_IMPL,
                   version_id=NOT_IMPL, mfa_token=NOT_IMPL):
        [IF_MASK]
            raise boto.exception.StorageResponseError(404, 'Not Found')
        del self.keys[key_name]
",false,        if key_name not in self.keys:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ id : ( self . is _ id ): ): ): ):,100.0
"def convert_version(spv):
    if spv == ""PVPRIME"":
        return pvPrime
    elif spv == ""PVPOTS"":
        return pvPots
    elif spv == ""PVMOUL"":
        return pvMoul
    [IF_MASK]
        return pvEoa
    elif spv == ""PVHEX"":
        return pvHex
",false,"    elif spv == ""PVEOA"":","ĠĠĠ Ġif Ġ( self . has _ name Ġ== Ġ"" data "":",100.0
"def export_fog(s, world):
    yon = 10000                                                            
    s.writeLine(""Graphics.Renderer.Setyon %f"" % yon)
    color = tuple(world.horizon_color)
    s.writeLine(""Graphics.Renderer.Fog.SetDefColor %f %f %f"" % color)
    s.writeLine(""Graphics.Renderer.SetClearColor %f %f %f"" % color)
    mist = world.mist_settings
    [IF_MASK]
        equation = mist.falloff
        end = mist.start+mist.depth
        density = 1.0
        if equation == ""LINEAR"":
            s.writeLine(""Graphics.Renderer.Fog.SetDefLinear %f, %f, %f"" % (mist.start, end, density))
        elif equation == ""QUADRATIC"":
            s.writeLine(""Graphics.Renderer.Fog.SetDefExp2 %f, %f"" % (end, density))
        else:
            raise Exception(""Mist Falloff \""%s\"" not supported!"" % equation)
",false,    if mist.use_mist:,"ĠĠĠ Ġif Ġnot Ġisinstance ( self . path , Ġ"" 0 . path "": 1 "": 1 "": 1 "":",100.0
"def _call(url_params, params, headers=None, method=""POST"", try_times=3, try_interval=3):
    def _get_data():
        if method == ""GET"":
            if isinstance(params, str):
                full_params = ""&"".join((url_params, params))
            else:
                full_params = ""&"".join((url_params, urllib.urlencode(params)))
            path = ""%s?%s"" % (endpoint, full_params)
            resp = urllib2.urlopen(path)
            return json.loads(resp.read())
        
                           
        path = ""%s?%s"" % (endpoint, url_params)
        if isinstance(params, (str, unicode)):
            encoded_params = params
        else:
            encoded_params = urllib.urlencode(params)
        
        [IF_MASK]
            req = urllib2.Request(path, encoded_params, headers)
            resp = urllib2.urlopen(req)
        else:
            resp = urllib2.urlopen(path, encoded_params)
            
        return json.loads(resp.read())
    
    for i in range(try_times):
        try:
            return _get_data()
        except urllib2.URLError:
            time.sleep(try_interval)
            
        raise VdiskError(-1, ""Can't connect to server"")
",false,        if headers is not None:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" path ): ): ): ): ): ): ):",100.0
"    def __getattr__(self, attr):
        if attr in self:
            obj = self[attr]
            if isinstance(obj, list):
                return [VdiskObject(itm) for itm in obj]
            [IF_MASK]
                return VdiskObject(obj)
            return obj
",false,"            elif isinstance(obj, dict):","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġbasestring ): ): ): ): ): ): ): ):",100.0
"    def get_token(self, account, password, app_type=""local""):
                   
        
        params = {
                  'account': account,
                  'password': password,
                  'appkey': self.app_key,
                  'time': time.time()
                  }
        params['signature'] = get_signature(params, self.app_secret)
        [IF_MASK]
            params['app_type'] = app_type
            
        result = _call('m=auth&a=get_token', params)
        
        if result['err_code'] != 0:
            raise VdiskError(result['err_code'], result['err_msg'])
        
        return result['data']['token']
",false,        if app_type != 'local':,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ name ): ): ( self .,100.0
"    def _refreshCart(self):
                               
        customer = ICustomerManagement(self.context).getAuthenticatedCustomer()
        
        cart = ICartManagement(self.context).getCart()
        if cart is None:
            return

                                                 
        selected_properties = {}
        for key, value in self.context.request.items():
            if key.startswith(""property_""):
                property_id, cart_item_id = key.split("":"")
                property_id = property_id[42:]

                if selected_properties.has_key(cart_item_id) == False:
                    selected_properties[cart_item_id] = []

                selected_properties[cart_item_id].append({
                    ""id"" : property_id,
                    ""selected_option"" : value})
        
        im = IItemManagement(cart)
        
        total_items = 0
        i = 1
        for cart_item in im.getItems():
            ci = ""cart_item_%s"" % i
            amount = self.context.REQUEST.get(ci)
                        
            try:
                amount = int(amount)
            except ValueError:
                continue
            
            if amount < 0:
                continue
                    
            [IF_MASK]
                im.deleteItemByOrd(i-1)
            else:    
                cart_item.setAmount(amount)
            i += 1

                            
            product = cart_item.getProduct()
            if IProductVariant.providedBy(product):
                product = product.aq_inner.aq_parent
                pvm = IProductVariantsManagement(product)
                
                                                                          
                                                                             
                                       
                properties = {}
                for property in selected_properties[cart_item.getId()]:
                    properties[property[""id""]] = property[""selected_option""]                    
                    
                variant = pvm.getSelectedVariant(properties)
                cart_item.setProduct(variant)
                
                                                                               
                                                                                
                                                                                  
                                 
                cart_item.setProperties(selected_properties[cart_item.getId()])
                
            else:
                if selected_properties.has_key(cart_item.getId()):
                    cart_item.setProperties(selected_properties[cart_item.getId()])
                    
                                                                          
                                                                                
                                                                         
                                 
        selected_country = safe_unicode(self.request.get(""selected_country""))
        customer.selected_country = selected_country
                                                                           
                                        
                                                       
        shipping_address = IAddressManagement(customer).getShippingAddress()
        if shipping_address is not None:
            shipping_address.country = queryUtility(IIDNormalizer).normalize(selected_country)

        shop = IShopManagement(self.context).getShop()
        shipping_methods = IShippingMethodManagement(shop).getShippingMethods(check_validity=True)
        shipping_methods_ids = [sm.getId() for sm in shipping_methods]
        selected_shipping_method = self.request.get(""selected_shipping_method"")

                                      
        if selected_shipping_method in shipping_methods_ids:
            customer.selected_shipping_method =                safe_unicode(self.request.get(""selected_shipping_method""))
        else:
            customer.selected_shipping_method = shipping_methods_ids[0]

                                          
        customer.selected_payment_method =            safe_unicode(self.request.get(""selected_payment_method""))
        
                                       
        selected_vat_country = safe_unicode(self.request.get(""selected_vat_country""))
        selected_vat_number  = safe_unicode(self.request.get(""selected_vat_number""))
        if selected_vat_country == """" or selected_vat_country is None or selected_vat_number is None:
            customer.vatreg = None
        elif selected_vat_country == ""XX"":
            customer.vatreg = selected_vat_country
        else:
            customer.vatreg = selected_vat_country + selected_vat_number
",false,            if amount == 0:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ id : ( self . get _ id ): ): ( self,100.0
